-0.398550725,-0.113138686
-0.388888889,-0.064476886
-0.388888889,-0.00486618
-0.378019324,0.0486618
-0.369565217,0.094890511
-0.362318841,0.137469586
-0.351449275,0.182481752
-0.339371981,0.228710462
-0.321256039,0.278588808
-0.29589372,0.318734793
-0.265700483,0.354014599
-0.236714976,0.377128954
-0.202898551,0.400243309
-0.164251208,0.419708029
-0.120772947,0.440389294
-0.076086957,0.45620438
0,0.462287105
0.076086957,0.45620438
0.120772947,0.440389294
0.164251208,0.419708029
0.202898551,0.400243309
0.236714976,0.377128954
0.265700483,0.354014599
0.29589372,0.318734793
0.321256039,0.278588808
0.339371981,0.228710462
0.351449275,0.182481752
0.362318841,0.137469586
0.369565217,0.094890511
0.378019324,0.0486618
0.388888889,-0.00486618
0.388888889,-0.064476886
0.398550725,-0.113138686
-0.311594203,-0.233576642
-0.265700483,-0.266423358
-0.208937198,-0.278588808
-0.153381643,-0.272506083
-0.102657005,-0.260340633
-0.103864734,-0.234793187
-0.152173913,-0.232360097
-0.208937198,-0.243309002
-0.265700483,-0.232360097
0.102657005,-0.260340633
0.153381643,-0.272506083
0.208937198,-0.278588808
0.265700483,-0.266423358
0.311594203,-0.233576642
0.265700483,-0.232360097
0.208937198,-0.243309002
0.152173913,-0.232360097
0.103864734,-0.234793187
0,-0.156934307
0,-0.094890511
0,-0.030413625
0,0.032846715
-0.065217391,0.082725061
-0.036231884,0.088807786
0,0.094890511
0.036231884,0.088807786
0.065217391,0.082725061
-0.233091787,-0.152068127
-0.208937198,-0.169099757
-0.173913043,-0.177615572
-0.143719807,-0.171532847
-0.096618357,-0.145985401
-0.137681159,-0.136253041
-0.167874396,-0.130170316
-0.206521739,-0.133819951
0.096618357,-0.145985401
0.143719807,-0.171532847
0.173913043,-0.177615572
0.208937198,-0.169099757
0.233091787,-0.152068127
0.206521739,-0.133819951
0.167874396,-0.130170316
0.137681159,-0.136253041
-0.140096618,0.214111922
-0.09057971,0.182481752
-0.030193237,0.159367397
0,0.166666667
0.030193237,0.159367397
0.09057971,0.182481752
0.140096618,0.214111922
0.085748792,0.238442822
0.04589372,0.253041363
0,0.256690998
-0.04589372,0.253041363
-0.085748792,0.238442822
-0.124396135,0.211678832
-0.041062802,0.197080292
0,0.198296837
0.041062802,0.197080292
0.124396135,0.211678832
0.039855072,0.211678832
0,0.214111922
-0.039855072,0.211678832
-0.173913043,-0.155717762
0.173913043,-0.155717762
